ID,풍력_발전량
0,5640.029165331274
1,7520.05896249786
2,4687.517291396856
3,4328.127687167376
4,4286.776925012469
5,5081.952032223344
6,5074.231930118054
7,4860.4007192365825
8,6988.3655040971935
9,4547.650779038668
10,5416.593460638076
11,6332.577515553683
12,6320.288363568485
13,4084.906263951212
14,5400.654100745916
15,4494.189798068255
16,6777.955234672874
17,6207.937125243247
18,7917.668031234294
19,5337.621231764555
20,7926.489735126495
21,4276.945285283029
22,4217.149648949504
23,4566.418044235557
24,6732.358105637133
25,4769.903891261667
26,5481.868054457009
27,5621.7506242878735
28,5439.989210162312
29,5692.811497684568
30,4645.250039674342
31,7810.017192881554
32,5178.376055303961
33,5369.2739838548005
34,5261.285026889294
35,6613.128013703972
36,5246.942226819694
37,4319.293389342725
38,6937.436128012836
39,3926.971630357206
40,6106.9693603515625
41,4332.622274566442
42,5279.16190809384
43,6699.6068862862885
44,4721.460304252803
45,6617.580072846264
46,4727.271922688931
47,5648.025804571807
48,8970.217396553606
49,4828.229637693614
50,5330.909823764116
51,5532.134165018797
52,5633.480334017426
53,6636.837673656642
54,6668.572769720107
55,5537.910639453679
56,4952.136719379574
57,4567.286970984191
58,4819.468506332487
59,4527.786093067378
60,5821.181954406202
61,5181.929068844765
62,6463.593997731805
63,5261.276107545942
64,3883.1280003152788
65,4927.352493677288
66,4894.962305761874
67,5597.21982363984
68,7714.156478896737
69,4916.8125365152955
70,5438.003250848502
71,4312.122801806778
72,4469.675075177103
73,7005.945336032659
74,6083.088348720223
75,7599.152776375413
76,4575.27295697853
77,5189.043815959245
78,5819.105978075415
79,6724.28409678489
80,5061.168596524745
81,4552.117872193456
82,7046.236129727215
83,4384.490811556578
84,5220.437647085637
85,5167.264103811234
86,6154.884971052408
87,4673.179058998823
88,4421.669656988233
89,8635.140238907188
90,6103.59452271089
91,6629.563656676561
92,5939.624813254923
93,5436.411484032869
94,4849.2103285081685
95,5125.569941699505
96,6251.038375917822
97,5462.721405312419
98,4846.287854470313
99,5483.257710900158
100,7004.937386251986
101,4969.873670499772
102,6760.581970259547
103,4461.574901118875
104,5759.784240689129
105,6913.984863448888
106,4625.260064322501
107,6608.301526732743
108,4907.373501993716
109,6416.299790319055
110,5316.726770233363
111,5836.871294852346
112,4643.040727846324
113,5283.606087848544
114,5029.431145537645
115,6154.059518437833
116,4293.03239236027
117,5031.727773081511
118,5494.969078950584
119,5208.022974934429
120,5643.510870050639
121,4493.113465476781
122,8021.988878488541
123,4231.375216502696
124,7508.235142547637
125,6090.603092875332
126,4544.823727663606
127,5431.618908621371
128,5708.9001582972705
129,6015.147390734404
130,4216.690212585032
131,4525.082361664623
132,7405.937782220542
133,8964.424559030682
134,5535.754564493895
135,7497.369306538254
136,6749.6285858638585
137,4688.901701461524
138,5464.931840080768
139,4673.566766820848
140,7088.610461719334
141,4253.596060570329
142,4207.731166474521
143,6615.161165989935
144,5554.204955160618
145,4687.07826063782
146,7105.952828161418
147,6265.663932997733
148,4561.577921908349
149,6463.9239392615855
150,5451.329195883125
151,6066.99309201166
152,8728.340068679303
153,6406.348035153002
154,5085.615513890982
155,5028.718962211162
156,4835.8049990311265
157,4193.351910490543
158,5318.895094774663
159,4980.4220056422055
160,4579.607856761664
161,5507.225637678057
162,4070.711918089539
163,4673.1365349292755
164,6578.992779467255
165,5440.1489625535905
166,6261.680019732565
167,7836.405894648284
168,7504.1870347857475
169,4471.921394854784
170,6674.542539600283
171,8618.839844606817
172,6125.32327857241
173,6499.021820809692
174,4764.464761193842
175,4912.590214021504
176,4228.264140289277
177,4207.385567132384
178,4424.849253471941
179,4821.508248265833
180,4426.356692839414
181,5433.916337002069
182,6062.524219382554
183,7924.230793528259
184,6634.9715029112995
185,6684.483213920146
186,5640.650274310261
187,8119.489895667881
188,7256.565912868828
189,4750.3325657993555
190,6985.962292987853
191,7342.025908377022
192,6907.584377054125
193,4936.021460372955
194,6363.761856596917
195,4135.053831785917
196,4581.006890401244
197,4675.989466525614
198,4475.935602732003
199,5445.679827105254
200,4433.215553544462
201,4725.921696532518
202,7498.7497462295
203,5975.477754179388
204,5361.769605051726
205,7043.300756651908
206,4735.871111858636
207,7015.604893960059
208,4792.1397443041205
209,4431.991834949702
210,8553.43809878081
211,7849.080413017422
212,6633.625091314316
213,5885.777439016849
214,4522.281059913337
215,4483.019995901734
216,5057.9244138374925
217,10099.029111649841
218,4587.420185763389
219,4756.2206451669335
220,4776.890277076513
221,5285.646253824234
222,4710.345019221306
223,7185.982485473156
224,5327.571011740714
225,7144.636805817485
226,5129.839228723198
227,4242.303046818823
228,5722.4467722810805
229,4606.668610174209
230,6101.045048829168
231,5010.099581331015
232,6546.991432707757
233,5209.3804639317095
234,6038.718392301351
235,5282.767233882099
236,5347.530795998871
237,5910.4185339175165
238,6588.555399551988
239,4297.863104913384
240,6433.920059964061
241,4755.2370761446655
242,8099.740144032985
243,4379.833834733814
244,4753.032782353461
245,6727.519543282688
246,4444.577286649495
247,6603.856525879353
248,5521.720789510757
249,5007.828938934952
250,5806.073200736195
251,6349.0567117370665
252,5141.959790904075
253,5502.331262852997
254,4642.916797589511
255,5020.6807180680335
256,5524.90139683336
257,9249.746175058186
258,9006.86217045784
259,5877.541342973709
260,4814.548873014748
261,6087.570211272687
262,4907.361625935882
263,4754.047520138323
264,5832.988150604069
265,5949.817000176758
266,5365.886190686375
267,6184.101450566202
268,4153.355034597218
269,6314.57278503105
270,4209.73508316651
271,4565.729626517743
272,4779.036299068481
273,5884.284704521298
274,4529.8572454713285
275,4405.685093462467
276,8326.080245230347
277,7226.712485369295
278,4589.394654054195
279,7047.303581889719
280,4782.439972255379
281,5551.23379246518
282,3907.5974057652056
283,7024.967891860753
284,4785.422305807471
285,5660.482542011887
286,5351.557063732296
287,5430.228255964816
288,4334.013037271798
289,4574.308837804943
290,4710.106318682432
291,6038.356595624238
292,5372.711959332228
293,7395.925749599934
294,4352.0580823384225
295,4566.945378780365
296,4525.092993620783
297,8998.897379107773
298,4396.545650694519
299,4316.34951807186
300,5660.519267749041
301,8044.716043934226
302,4687.06282062456
303,6640.417883630842
304,4676.7318201214075
305,4522.647226516157
306,5678.595409352332
307,6173.682774465531
308,5762.783368121833
309,4993.257824797183
310,4857.032690133899
311,4220.505123049021
312,8092.524612229317
313,6280.947132717818
314,4385.081341929734
315,4920.181384641677
316,5558.058290306479
317,5060.061557032168
318,5045.719613917172
319,9324.249349884689
320,4888.794191133231
321,7986.863582804799
322,4530.6433838531375
323,5360.7734487093985
324,6196.208062496036
325,8212.857307661325
326,3853.463450137526
327,5054.699711520225
328,5156.074133455753
329,4635.278302330524
330,4424.091924853623
331,4798.751839715987
332,4499.496803216636
333,7766.921381730586
334,5886.056227296591
335,5890.5283276923
336,5613.443434096873
337,5094.775040619075
338,6451.042114105076
339,7847.960523914546
340,6359.542763698846
341,4243.073164690286
342,6054.953327585012
343,4456.643485527486
344,5623.804179254919
345,4472.015404820442
346,6161.972567666322
347,4941.8220754005015
348,5450.84938641265
349,5530.009355839342
350,4800.173175789416
351,6719.417915541679
352,6279.197764147073
353,6208.590242858976
354,5952.724778033793
355,4322.174994058907
356,4577.037318125367
357,4607.471484191716
358,5015.195370238274
359,6567.477277513593
360,5055.119268339127
361,5802.394600968808
362,4497.154768820852
363,5166.125671736896
364,5386.133543271571
365,5555.4071552194655
366,5456.467748750001
367,5743.95691909641
368,6079.197461981326
369,4813.435758579522
370,6249.9179358668625
371,6589.928016219288
372,6008.715909216553
373,4736.624629762024
374,6813.0377189219
375,5530.064153794199
376,3625.495502334088
377,4612.981636811048
378,8358.751345243305
379,4583.557245008647
380,5073.8448491171
381,5785.3446165286
382,8638.329514496028
383,4858.510115921497
384,5335.235366366804
385,5162.09384309873
386,6138.29710413143
387,5145.642412405461
388,4955.722792331129
389,5042.405576609075
390,6105.753339666873
391,4491.134875331074
392,5033.47532845661
393,7803.062239866704
394,4544.800470851362
395,10438.446040473878
396,5307.222338050604
397,5315.824863296002
398,5211.089794538915
399,6270.590606413782
400,3622.4521189182997
401,5330.669177360833
402,6668.7174586728215
403,4635.883289877325
404,4446.822390507907
405,4874.006853863597
406,4601.510748300701
407,4795.201660513878
408,4001.251116950065
409,5121.90190622583
410,5195.540917281061
411,5555.710997533053
412,6009.470403265208
413,6035.421556960791
414,4062.1640786863863
415,4814.265992280096
416,6317.989510077983
417,8254.21864728257
418,4703.887236915529
419,6064.95291332528
420,4384.330146424472
421,4979.210495855659
422,12296.75912803039
423,5361.144058302045
424,8920.308105465025
425,5052.539097491652
426,4666.5397619865835
427,4879.175954401493
428,4561.191349346191
429,9712.933583080769
430,5938.471744447947
431,4412.089468542486
432,7035.86888724938
433,6074.790771011263
434,4428.979781281203
435,4897.038504883647
436,6041.859269615263
437,4738.194872807711
438,4331.446053236723
439,5351.0921485982835
440,6246.852191723883
441,4787.097804762423
442,6847.741467028856
443,5069.420977178961
444,6929.072241187096
445,5938.643861711025
446,7121.704506263137
447,6142.6235324293375
